year,id_,wrkstat,marital,age,educ,degree,sex,hompop,tvhours,coninc,ballot
2018,1780,In school,Never married,19,13,High school,FEMALE,2,1,31545.0,Ballot b
2018,1781,Working full time,Married,59,16,Bachelor's,MALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,1782,Working full time,Never married,31,12,High school,FEMALE,2,.i:  Inapplicable,19277.5,Ballot c
2018,1783,Working full time,Never married,23,12,High school,FEMALE,2,3,19277.5,Ballot b
2018,1784,Working full time,Widowed,55,14,Associate/junior college,FEMALE,1,0 hours,14896.25,Ballot b
2018,1785,"With a job, but not at work because of temporary illness, vacation, strike",Married,34,16,Bachelor's,FEMALE,5,1,112160.0,Ballot a
2018,1786,Working full time,Married,37,15,Associate/junior college,FEMALE,5,.i:  Inapplicable,57832.5,Ballot c
2018,1787,Working full time,Married,30,16,Bachelor's,FEMALE,4,2,84120.0,Ballot a
2018,1788,Working part time,Married,33,16,Bachelor's,FEMALE,5,0 hours,84120.0,Ballot a
2018,1789,Working full time,Divorced,48,16,Bachelor's,MALE,1,4,47317.5,Ballot a
2018,1790,Working part time,Married,60,16,Bachelor's,FEMALE,2,1,47317.5,Ballot a
2018,1791,Working full time,Married,47,20,Graduate,FEMALE,3,.i:  Inapplicable,70100.0,Ballot c
2018,1792,Working full time,Divorced,52,12,High school,FEMALE,2,1,38555.0,Ballot b
2018,1793,Retired,Married,67,12,High school,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1794,Working full time,Never married,29,13,High school,MALE,4,1,47317.5,Ballot b
2018,1795,Keeping house,Never married,31,13,High school,FEMALE,2,0 hours,6309.0,Ballot a
2018,1796,Working full time,Married,36,16,Bachelor's,MALE,5,.i:  Inapplicable,84120.0,Ballot c
2018,1797,Working full time,Never married,64,18,Associate/junior college,FEMALE,2,3,57832.5,Ballot b
2018,1798,Retired,Widowed,89 or older,16,Bachelor's,FEMALE,1,3,-100.0,Ballot a
2018,1799,Working full time,Married,63,16,Bachelor's,FEMALE,1,.i:  Inapplicable,57832.5,Ballot c
2018,1800,Working full time,Never married,24,11,High school,MALE,1,4,22782.5,Ballot a
2018,1801,Working part time,Divorced,35,14,Associate/junior college,FEMALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,1802,Retired,Married,82,13,High school,FEMALE,2,3,31545.0,Ballot b
2018,1803,Working full time,Married,66,16,Bachelor's,MALE,2,2,84120.0,Ballot a
2018,1804,Working full time,Married,47,16,Bachelor's,FEMALE,3,0 hours,98140.0,Ballot b
2018,1805,Working full time,Married,53,16,Bachelor's,MALE,4,.i:  Inapplicable,70100.0,Ballot c
2018,1806,Working part time,Married,70,17,Graduate,FEMALE,3,2,57832.5,Ballot b
2018,1807,Working full time,Married,32,16,Bachelor's,FEMALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,1808,Working full time,Never married,26,12,High school,FEMALE,1,6,14896.25,Ballot a
2018,1809,Working full time,Married,35,16,Bachelor's,FEMALE,4,.i:  Inapplicable,84120.0,Ballot c
2018,1810,Working full time,Married,59,19,Graduate,MALE,3,2,112160.0,Ballot a
2018,1811,Working full time,Married,55,14,Less than high school,MALE,2,2,47317.5,Ballot a
2018,1812,Keeping house,Married,41,16,Bachelor's,FEMALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,1813,Retired,Widowed,85,14,Bachelor's,MALE,1,1,26287.5,Ballot a
2018,1814,Working full time,Divorced,50,16,Bachelor's,FEMALE,1,2,47317.5,Ballot b
2018,1815,Keeping house,Separated,56,12,High school,MALE,1,.i:  Inapplicable,6309.0,Ballot c
2018,1816,Retired,Widowed,77,12,High school,MALE,1,2,22782.5,Ballot a
2018,1817,Working full time,Divorced,49,12,High school,MALE,1,.i:  Inapplicable,26287.5,Ballot c
2018,1818,Working full time,Divorced,57,14,High school,MALE,1,0 hours,70100.0,Ballot b
2018,1819,Other,Divorced,66,14,High school,MALE,1,10,11391.25,Ballot a
2018,1820,Working part time,Never married,56,13,High school,MALE,1,.i:  Inapplicable,7886.25,Ballot c
2018,1821,"With a job, but not at work because of temporary illness, vacation, strike",Married,55,14,Associate/junior college,MALE,11,2,11391.25,Ballot b
2018,1822,Working full time,Divorced,45,17,Bachelor's,MALE,1,3,112160.0,Ballot a
2018,1823,Retired,Married,66,14,Associate/junior college,MALE,2,5,14896.25,Ballot a
2018,1824,Working full time,Married,60,12,High school,MALE,2,12,-100.0,Ballot b
2018,1825,Working full time,Married,58,12,High school,FEMALE,2,4,112160.0,Ballot a
2018,1826,Keeping house,Married,28,12,High school,FEMALE,5,.i:  Inapplicable,-100.0,Ballot c
2018,1827,Working full time,Married,45,16,Graduate,FEMALE,2,1,84120.0,Ballot b
2018,1828,Retired,Married,87,11,Less than high school,FEMALE,2,4,19277.5,Ballot a
2018,1829,Working full time,Divorced,56,16,Bachelor's,FEMALE,3,.i:  Inapplicable,98140.0,Ballot c
2018,1830,Working full time,Never married,24,12,High school,MALE,2,1,22782.5,Ballot b
2018,1831,Retired,Married,72,13,High school,FEMALE,2,2,47317.5,Ballot a
2018,1832,Working full time,Never married,49,16,Bachelor's,FEMALE,3,3,38555.0,Ballot a
2018,1833,Working part time,Never married,25,12,High school,FEMALE,2,.i:  Inapplicable,11391.25,Ballot c
2018,1834,Other,Never married,53,11,Less than high school,MALE,1,.i:  Inapplicable,7886.25,Ballot c
2018,1835,Working full time,Never married,23,12,Less than high school,MALE,2,4,14896.25,Ballot a
2018,1836,Working full time,Never married,23,12,High school,FEMALE,2,.i:  Inapplicable,14896.25,Ballot c
2018,1837,Working part time,Married,73,14,Associate/junior college,FEMALE,2,3,57832.5,Ballot a
2018,1838,Keeping house,Married,18,12,High school,FEMALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,1839,Retired,Divorced,58,14,Associate/junior college,MALE,2,5,26287.5,Ballot b
2018,1840,Retired,Divorced,85,16,Bachelor's,MALE,1,1,22782.5,Ballot a
2018,1841,Working full time,Never married,25,12,High school,MALE,1,2,13143.75,Ballot b
2018,1842,Working full time,Divorced,72,16,Bachelor's,FEMALE,1,1,84120.0,Ballot b
2018,1843,Retired,Never married,70,13,High school,FEMALE,1,4,4556.5,Ballot a
2018,1844,Working part time,Divorced,62,12,High school,FEMALE,1,5,16648.75,Ballot b
2018,1845,Retired,Widowed,85,19,Graduate,MALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,1846,Working part time,Never married,39,15,Associate/junior college,FEMALE,1,2,7886.25,Ballot b
2018,1847,Keeping house,Widowed,68,15,High school,MALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,1848,Working full time,Divorced,64,12,High school,FEMALE,2,2,19277.5,Ballot a
2018,1849,Retired,Widowed,75,12,High school,MALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,1850,Other,Married,55,7,Less than high school,MALE,3,8,6309.0,Ballot b
2018,1851,Working full time,Married,35,12,High school,MALE,7,3,26287.5,Ballot b
2018,1852,Working full time,Never married,24,12,High school,FEMALE,2,1,2453.5,Ballot a
2018,1853,Working full time,Never married,27,12,High school,MALE,2,.i:  Inapplicable,19277.5,Ballot c
2018,1854,Keeping house,Married,28,10,High school,FEMALE,3,2,70100.0,Ballot a
2018,1855,Retired,Divorced,61,18,Graduate,MALE,1,2,38555.0,Ballot b
2018,1856,Keeping house,Married,67,13,High school,FEMALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,1857,Retired,Widowed,80,10,Less than high school,MALE,1,5,31545.0,Ballot b
2018,1858,Keeping house,Widowed,86,16,Graduate,FEMALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,1859,Working full time,Married,33,12,High school,FEMALE,2,2,14896.25,Ballot a
2018,1860,Working full time,Never married,28,18,Bachelor's,FEMALE,4,.i:  Inapplicable,38555.0,Ballot c
2018,1861,Working full time,Divorced,30,9,High school,FEMALE,2,0 hours,5257.5,Ballot a
2018,1862,In school,Never married,23,14,High school,FEMALE,1,.i:  Inapplicable,1402.0,Ballot c
2018,1863,Working full time,Married,45,18,Graduate,FEMALE,4,1,57832.5,Ballot b
2018,1864,Working part time,Divorced,77,11,Less than high school,MALE,1,4,98140.0,Ballot a
2018,1865,Keeping house,Married,39,11,Less than high school,FEMALE,3,4,38555.0,Ballot b
2018,1866,Retired,Married,81,14,High school,MALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,1867,"Unemployed, laid off, looking for work",Separated,32,9,Less than high school,FEMALE,4,0 hours,3154.5,Ballot a
2018,1868,Working full time,Married,34,11,Less than high school,MALE,3,.i:  Inapplicable,47317.5,Ballot c
2018,1869,Other,Never married,39,19,Associate/junior college,FEMALE,4,6,47317.5,Ballot a
2018,1870,Working full time,Divorced,59,13,High school,FEMALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,1871,Working full time,Divorced,49,13,Bachelor's,MALE,2,0 hours,112160.0,Ballot a
2018,1872,Retired,Married,84,16,Bachelor's,MALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,1873,Working full time,Never married,24,11,Less than high school,FEMALE,5,4,19277.5,Ballot b
2018,1874,Working full time,Married,52,13,High school,MALE,3,1,31545.0,Ballot a
2018,1875,Keeping house,Married,36,12,High school,FEMALE,4,2,57832.5,Ballot b
2018,1876,Keeping house,Married,30,6,Less than high school,FEMALE,6,1,22782.5,Ballot b
2018,1877,Retired,Never married,67,12,High school,FEMALE,1,24 hours,9638.75,Ballot a
2018,1878,In school,Never married,18,10,Less than high school,MALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,1879,Working full time,Never married,53,12,High school,FEMALE,1,3,31545.0,Ballot b
2018,1880,"Unemployed, laid off, looking for work",Separated,49,9,High school,FEMALE,2,.i:  Inapplicable,3855.5,Ballot c
2018,1881,Working full time,Never married,24,13,High school,FEMALE,4,2,9638.75,Ballot a
2018,1882,Retired,Separated,72,8,Less than high school,FEMALE,1,.i:  Inapplicable,5257.5,Ballot c
2018,1883,Keeping house,Married,54,12,High school,FEMALE,2,2,22782.5,Ballot a
2018,1884,Working full time,Never married,21,12,High school,MALE,4,0 hours,4556.5,Ballot a
2018,1885,Working full time,Married,34,9,High school,MALE,1,1,57832.5,Ballot b
2018,1886,Working full time,Divorced,60,12,High school,FEMALE,2,4,47317.5,Ballot a
2018,1887,Keeping house,Married,25,12,High school,FEMALE,4,.i:  Inapplicable,84120.0,Ballot c
2018,1888,"With a job, but not at work because of temporary illness, vacation, strike",Divorced,53,12,High school,FEMALE,2,2,84120.0,Ballot b
2018,1889,Working full time,Married,33,12,High school,MALE,4,3,70100.0,Ballot a
2018,1890,Working full time,Married,30,12,High school,FEMALE,10,.i:  Inapplicable,26287.5,Ballot c
2018,1891,Working full time,Divorced,43,11,High school,MALE,4,.i:  Inapplicable,22782.5,Ballot c
2018,1892,Working full time,Never married,27,10,Less than high school,MALE,2,8,31545.0,Ballot b
2018,1893,Other,Never married,57,11,High school,MALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,1894,"Unemployed, laid off, looking for work",Never married,43,8,Less than high school,FEMALE,3,10,1402.0,Ballot b
2018,1895,Working full time,Divorced,49,13,High school,FEMALE,3,1,7886.25,Ballot a
2018,1896,Working full time,Divorced,61,10,Less than high school,FEMALE,5,.i:  Inapplicable,16648.75,Ballot c
2018,1897,Working full time,Separated,39,14,High school,MALE,3,.i:  Inapplicable,47317.5,Ballot c
2018,1898,Working full time,Divorced,54,14,High school,FEMALE,3,4,19277.5,Ballot b
2018,1899,Working full time,Married,55,8,Less than high school,FEMALE,6,3,98140.0,Ballot a
2018,1900,Working part time,Never married,54,12,High school,MALE,1,8,3154.5,Ballot b
2018,1901,Working full time,Married,49,11,Less than high school,MALE,2,2,57832.5,Ballot b
2018,1902,Retired,Divorced,77,12,High school,FEMALE,3,4,6309.0,Ballot b
2018,1903,Keeping house,Married,80,10,High school,FEMALE,3,1,112160.0,Ballot a
2018,1904,Working full time,Married,43,10,Less than high school,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,1905,Working full time,Widowed,45,4,Less than high school,FEMALE,5,1,7886.25,Ballot a
2018,1906,"Unemployed, laid off, looking for work",Married,33,15,High school,MALE,5,3,47317.5,Ballot a
2018,1907,Working full time,Divorced,51,14,High school,MALE,1,.i:  Inapplicable,84120.0,Ballot c
2018,1908,Working full time,Never married,34,12,High school,FEMALE,6,.i:  Inapplicable,26287.5,Ballot c
2018,1909,Working full time,Married,28,17,Bachelor's,MALE,2,.i:  Inapplicable,98140.0,Ballot c
2018,1910,Working full time,Married,35,15,Associate/junior college,FEMALE,4,1,70100.0,Ballot b
2018,1911,Working full time,Widowed,61,16,Bachelor's,MALE,2,2,158201.84123,Ballot a
2018,1912,Working full time,Married,35,20,Graduate,FEMALE,2,3,57832.5,Ballot a
2018,1913,Working full time,Divorced,66,14,High school,FEMALE,2,2,38555.0,Ballot b
2018,1914,Working full time,Divorced,43,12,High school,MALE,1,3,70100.0,Ballot a
2018,1915,Working full time,Never married,20,11,High school,MALE,1,.i:  Inapplicable,13143.75,Ballot c
2018,1916,Retired,Married,60,20,Graduate,MALE,2,2,-100.0,Ballot a
2018,1917,Retired,Married,64,13,Associate/junior college,FEMALE,2,.i:  Inapplicable,112160.0,Ballot c
2018,1918,Keeping house,Never married,34,12,High school,MALE,1,3,-100.0,Ballot a
2018,1919,Working full time,Never married,60,12,High school,MALE,1,3,31545.0,Ballot b
2018,1920,Working full time,Never married,34,12,High school,MALE,2,0 hours,38555.0,Ballot b
2018,1921,Working part time,Married,31,14,High school,FEMALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1922,Working full time,Never married,24,12,High school,MALE,2,0 hours,47317.5,Ballot b
2018,1923,Working full time,Divorced,64,16,Bachelor's,FEMALE,3,1,57832.5,Ballot a
2018,1924,"With a job, but not at work because of temporary illness, vacation, strike",Never married,38,15,Associate/junior college,FEMALE,4,.i:  Inapplicable,-100.0,Ballot c
2018,1925,Working full time,Never married,56,11,Less than high school,MALE,2,5,31545.0,Ballot a
2018,1926,Working full time,Divorced,60,17,Bachelor's,FEMALE,1,.i:  Inapplicable,57832.5,Ballot c
2018,1927,Working full time,Never married,27,13,High school,MALE,3,6,57832.5,Ballot a
2018,1928,Working part time,Never married,25,12,High school,FEMALE,3,.i:  Inapplicable,31545.0,Ballot c
2018,1929,Working full time,Never married,38,12,High school,MALE,1,1,-100.0,Ballot a
2018,1930,Working part time,Divorced,71,16,Bachelor's,FEMALE,1,1,38555.0,Ballot a
2018,1931,Working full time,Married,73,11,High school,MALE,2,4,84120.0,Ballot a
2018,1932,Retired,Married,61,20,Graduate,FEMALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,1933,Working part time,Separated,30,9,Less than high school,FEMALE,4,2,-100.0,Ballot b
2018,1934,Retired,Divorced,66,20,Graduate,FEMALE,1,0 hours,26287.5,Ballot b
2018,1935,Working part time,Divorced,53,12,High school,FEMALE,3,1,11391.25,Ballot a
2018,1936,Working part time,Married,41,16,Bachelor's,MALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,1937,Working full time,Married,56,18,Graduate,FEMALE,2,1,158201.84123,Ballot a
2018,1938,Working full time,Married,26,16,Bachelor's,FEMALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,1939,In school,Married,39,19,Bachelor's,MALE,2,0 hours,112160.0,Ballot a
2018,1940,Keeping house,Married,60,16,Bachelor's,FEMALE,2,3,-100.0,Ballot a
2018,1941,Working full time,Married,56,20,Graduate,MALE,2,2,98140.0,Ballot a
2018,1942,In school,Never married,18,12,High school,FEMALE,3,.i:  Inapplicable,-100.0,Ballot c
2018,1943,Retired,Married,62,16,Graduate,FEMALE,2,0 hours,47317.5,Ballot a
2018,1944,Keeping house,Married,48,14,High school,FEMALE,3,.i:  Inapplicable,57832.5,Ballot c
2018,1945,Working full time,Married,44,20,Graduate,FEMALE,2,1,98140.0,Ballot b
2018,1946,Working full time,Married,55,16,Graduate,MALE,3,1,158201.84123,Ballot a
2018,1947,In school,Never married,21,15,High school,MALE,7,0 hours,1402.0,Ballot b
2018,1948,Working full time,Never married,24,16,Bachelor's,MALE,4,2,9638.75,Ballot a
2018,1949,Keeping house,Married,36,14,High school,MALE,3,6,22782.5,Ballot b
2018,1950,Working full time,Never married,29,16,Bachelor's,MALE,1,1,70100.0,Ballot a
2018,1951,Retired,Divorced,66,15,High school,FEMALE,1,.i:  Inapplicable,7886.25,Ballot c
2018,1952,Working part time,Divorced,33,16,Bachelor's,FEMALE,3,1,38555.0,Ballot a
2018,1953,Retired,Divorced,58,14,Associate/junior college,MALE,1,.i:  Inapplicable,9638.75,Ballot c
2018,1954,Retired,Divorced,76,12,High school,FEMALE,1,6,-100.0,Ballot a
2018,1955,Working full time,Never married,46,12,High school,MALE,2,2,38555.0,Ballot b
2018,1956,Working full time,Never married,30,12,High school,FEMALE,5,3,38555.0,Ballot a
2018,1957,Working full time,Divorced,49,17,Bachelor's,FEMALE,1,1,47317.5,Ballot b
2018,1958,Working full time,Divorced,51,14,Associate/junior college,MALE,2,4,26287.5,Ballot a
2018,1959,Retired,Married,63,12,High school,MALE,3,.i:  Inapplicable,11391.25,Ballot c
2018,1960,Keeping house,Married,39,10,High school,MALE,2,1,70100.0,Ballot a
2018,1961,Working part time,Divorced,69,14,High school,FEMALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,1962,Working full time,Married,24,12,High school,MALE,4,2,26287.5,Ballot a
2018,1963,Working full time,Married,.n:  No answer,20,Graduate,MALE,2,1,-100.0,Ballot a
2018,1964,Working full time,Divorced,42,6,Less than high school,FEMALE,2,0 hours,57832.5,Ballot b
2018,1965,Working full time,Married,30,12,High school,MALE,5,1,31545.0,Ballot a
2018,1966,Working full time,Married,32,13,High school,FEMALE,5,1,47317.5,Ballot a
2018,1967,Keeping house,Married,41,6,Less than high school,FEMALE,6,2,16648.75,Ballot b
2018,1968,Retired,Divorced,67,13,High school,FEMALE,1,6,14896.25,Ballot a
2018,1969,Working full time,Divorced,28,14,High school,FEMALE,3,.i:  Inapplicable,14896.25,Ballot c
2018,1970,Retired,Never married,60,16,Bachelor's,FEMALE,4,.i:  Inapplicable,-100.0,Ballot c
2018,1971,Working full time,Divorced,51,14,High school,FEMALE,1,1,84120.0,Ballot a
2018,1972,Working full time,Never married,32,16,High school,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,1973,"Unemployed, laid off, looking for work",Never married,28,16,High school,MALE,1,6,11391.25,Ballot a
2018,1974,Working full time,Married,59,13,High school,MALE,3,.i:  Inapplicable,38555.0,Ballot c
2018,1975,Working full time,Married,38,9,Less than high school,FEMALE,7,3,-100.0,Ballot b
2018,1976,Retired,Married,70,12,High school,FEMALE,2,5,57832.5,Ballot a
2018,1977,Keeping house,Never married,36,15,Associate/junior college,MALE,2,.i:  Inapplicable,22782.5,Ballot c
2018,1978,Working full time,Never married,29,16,Bachelor's,MALE,2,1,31545.0,Ballot b
2018,1979,Working full time,Separated,59,2,Less than high school,MALE,2,1,6309.0,Ballot a
2018,1980,Working full time,Married,42,9,Less than high school,FEMALE,5,.i:  Inapplicable,19277.5,Ballot c
2018,1981,Keeping house,Never married,60,12,High school,MALE,1,10,7886.25,Ballot b
2018,1982,Other,Separated,56,13,High school,MALE,1,1,1402.0,Ballot a
2018,1983,Working full time,Never married,34,18,Graduate,MALE,1,.i:  Inapplicable,57832.5,Ballot c
2018,1984,Working full time,Never married,32,16,Bachelor's,FEMALE,2,1,31545.0,Ballot b
2018,1985,Keeping house,Never married,22,12,High school,FEMALE,4,.i:  Inapplicable,-100.0,Ballot c
2018,1986,Working full time,Married,35,13,High school,FEMALE,6,4,19277.5,Ballot b
2018,1987,Working part time,Never married,22,12,High school,FEMALE,2,.i:  Inapplicable,9638.75,Ballot c
2018,1988,Keeping house,Never married,25,12,High school,FEMALE,4,2,3855.5,Ballot a
2018,1989,"Unemployed, laid off, looking for work",Never married,44,12,High school,MALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,1990,Retired,Divorced,66,12,High school,FEMALE,1,5,38555.0,Ballot b
2018,1991,Working part time,Never married,44,11,Less than high school,MALE,4,6,6309.0,Ballot a
2018,1992,"Unemployed, laid off, looking for work",Widowed,47,No formal schooling,Less than high school,MALE,3,.i:  Inapplicable,3855.5,Ballot c
2018,1993,"Unemployed, laid off, looking for work",Never married,21,12,High school,MALE,3,0 hours,-100.0,Ballot a
2018,1994,Keeping house,Divorced,43,9,Less than high school,FEMALE,4,3,26287.5,Ballot a
2018,1995,Other,Divorced,51,8,Less than high school,MALE,1,4,7886.25,Ballot a
2018,1996,Retired,Married,67,14,Associate/junior college,FEMALE,2,3,70100.0,Ballot b
2018,1997,Retired,Married,71,14,High school,MALE,3,4,38555.0,Ballot b
2018,1998,Retired,Widowed,85,16,Bachelor's,FEMALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,1999,Keeping house,Divorced,72,19,Graduate,FEMALE,1,5,26287.5,Ballot b
2018,2000,Retired,Never married,51,12,High school,FEMALE,2,3,19277.5,Ballot b
2018,2001,Retired,Married,81,11,Less than high school,MALE,1,3,9638.75,Ballot a
2018,2002,Working full time,Divorced,60,15,High school,FEMALE,1,0 hours,31545.0,Ballot b
2018,2003,Working full time,Married,56,17,Bachelor's,FEMALE,2,2,158201.84123,Ballot b
2018,2004,Working full time,Married,55,17,Bachelor's,FEMALE,3,3,84120.0,Ballot b
2018,2005,In school,Married,49,15,High school,MALE,2,1,38555.0,Ballot a
2018,2006,Keeping house,Married,64,15,Associate/junior college,FEMALE,2,3,38555.0,Ballot b
2018,2007,Working part time,Never married,29,20,Bachelor's,FEMALE,5,.i:  Inapplicable,7886.25,Ballot c
2018,2008,Working full time,Separated,46,16,Graduate,FEMALE,1,1,47317.5,Ballot b
2018,2009,In school,Never married,19,12,High school,FEMALE,2,.i:  Inapplicable,3855.5,Ballot c
2018,2010,In school,Never married,19,12,High school,FEMALE,4,2,6309.0,Ballot b
2018,2011,In school,Never married,19,12,High school,MALE,3,2,350.5,Ballot a
2018,2012,Keeping house,Married,41,16,Bachelor's,FEMALE,2,2,84120.0,Ballot b
2018,2013,Working full time,Never married,25,16,Bachelor's,MALE,2,.i:  Inapplicable,13143.75,Ballot c
2018,2014,Retired,Married,73,15,High school,MALE,2,2,-100.0,Ballot a
2018,2015,Retired,Married,74,13,High school,MALE,2,3,31545.0,Ballot b
2018,2016,Working part time,Married,53,12,High school,FEMALE,1,2,14896.25,Ballot b
2018,2017,Keeping house,Divorced,49,12,High school,FEMALE,3,1,57832.5,Ballot a
2018,2018,Retired,Married,69,15,High school,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,2019,Working full time,Married,55,18,Bachelor's,MALE,2,1,158201.84123,Ballot b
2018,2020,Working full time,Married,51,15,High school,MALE,2,1,84120.0,Ballot a
2018,2021,Retired,Never married,68,14,Associate/junior college,MALE,1,3,22782.5,Ballot b
2018,2022,Retired,Married,66,15,Associate/junior college,FEMALE,2,1,57832.5,Ballot a
2018,2023,Retired,Divorced,63,18,Bachelor's,MALE,4,2,31545.0,Ballot b
2018,2024,Working full time,Divorced,57,17,Associate/junior college,MALE,2,3,70100.0,Ballot a
2018,2025,Working full time,Married,44,20,Graduate,MALE,4,.i:  Inapplicable,158201.84123,Ballot c
2018,2026,"With a job, but not at work because of temporary illness, vacation, strike",Never married,26,16,Bachelor's,FEMALE,2,2,47317.5,Ballot a
2018,2027,Working full time,Never married,44,20,Graduate,MALE,1,.i:  Inapplicable,31545.0,Ballot c
2018,2028,Working full time,Divorced,58,19,Graduate,FEMALE,1,0 hours,112160.0,Ballot a
2018,2029,Working full time,Divorced,41,14,Associate/junior college,FEMALE,3,2,14896.25,Ballot b
2018,2030,In school,Married,24,19,Bachelor's,MALE,4,.i:  Inapplicable,6309.0,Ballot c
2018,2031,Working part time,Married,28,15,Associate/junior college,FEMALE,2,4,57832.5,Ballot a
2018,2032,Working full time,Never married,36,16,Bachelor's,FEMALE,2,1,31545.0,Ballot b
2018,2033,Keeping house,Married,34,14,Associate/junior college,MALE,2,.i:  Inapplicable,38555.0,Ballot c
2018,2034,Working full time,Married,25,14,High school,FEMALE,2,0 hours,22782.5,Ballot b
2018,2035,Working part time,Married,62,14,High school,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,2036,Working full time,Never married,33,12,High school,FEMALE,1,2,22782.5,Ballot b
2018,2037,Working full time,Never married,37,14,High school,MALE,1,3,19277.5,Ballot a
2018,2038,Working full time,Separated,36,9,Less than high school,MALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,2039,"Unemployed, laid off, looking for work",Divorced,41,10,High school,MALE,1,0 hours,14896.25,Ballot a
2018,2040,Working full time,Divorced,61,12,High school,FEMALE,4,2,158201.84123,Ballot b
2018,2041,Working full time,Married,71,19,Graduate,MALE,2,2,158201.84123,Ballot a
2018,2042,Working full time,Married,53,20,Graduate,MALE,2,0 hours,158201.84123,Ballot b
2018,2043,Working full time,Divorced,44,12,High school,MALE,1,3,22782.5,Ballot a
2018,2044,Working full time,Divorced,50,14,Associate/junior college,MALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,2045,Retired,Divorced,75,11,Less than high school,MALE,2,9,11391.25,Ballot b
2018,2046,Retired,Widowed,69,16,High school,FEMALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,2047,Keeping house,Married,63,18,Bachelor's,FEMALE,3,4,84120.0,Ballot a
2018,2048,Keeping house,Widowed,80,12,High school,FEMALE,1,6,9638.75,Ballot b
2018,2049,Working part time,Married,66,12,High school,MALE,2,3,47317.5,Ballot a
2018,2050,Working full time,Separated,35,12,High school,MALE,3,0 hours,31545.0,Ballot a
2018,2051,Working full time,Married,44,12,High school,MALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,2052,Retired,Widowed,81,12,High school,FEMALE,1,3,9638.75,Ballot a
2018,2053,Retired,Married,76,14,High school,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,2054,Keeping house,Married,34,12,High school,FEMALE,4,.i:  Inapplicable,70100.0,Ballot c
2018,2055,Working full time,Never married,18,8,Less than high school,MALE,2,2,19277.5,Ballot a
2018,2056,Working full time,Never married,36,12,High school,MALE,1,.i:  Inapplicable,19277.5,Ballot c
2018,2057,Retired,Divorced,70,14,Associate/junior college,FEMALE,1,2,11391.25,Ballot b
2018,2058,Keeping house,Married,41,11,Less than high school,FEMALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,2059,Keeping house,Married,34,12,High school,FEMALE,5,3,-100.0,Ballot b
2018,2060,Keeping house,Divorced,57,12,High school,MALE,2,7,31545.0,Ballot a
2018,2061,Keeping house,Never married,30,14,High school,FEMALE,5,.i:  Inapplicable,14896.25,Ballot c
2018,2062,Working full time,Separated,56,14,Associate/junior college,FEMALE,3,3,26287.5,Ballot b
2018,2063,Working full time,Never married,53,12,High school,FEMALE,3,1,38555.0,Ballot a
2018,2064,Working part time,Married,54,18,Bachelor's,FEMALE,2,1,38555.0,Ballot b
2018,2065,Retired,Widowed,70,14,High school,FEMALE,1,5,47317.5,Ballot b
2018,2066,Working part time,Never married,37,12,High school,MALE,2,.i:  Inapplicable,2453.5,Ballot c
2018,2067,Retired,Married,59,9,Less than high school,MALE,2,4,3154.5,Ballot b
2018,2068,Working full time,Separated,51,10,High school,FEMALE,1,2,14896.25,Ballot b
2018,2069,Working full time,Married,52,14,Associate/junior college,FEMALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,2070,Keeping house,Divorced,53,15,High school,FEMALE,3,3,9638.75,Ballot b
2018,2071,Retired,Divorced,60,11,High school,FEMALE,2,.i:  Inapplicable,13143.75,Ballot c
2018,2072,In school,Never married,18,11,Less than high school,FEMALE,3,1,-100.0,Ballot b
2018,2073,Keeping house,Married,33,9,Less than high school,FEMALE,3,10,14896.25,Ballot a
